code,ai_can_execute,ai_commands,ai_packages_needed,ai_logs_output,risk,remark
Wistron-BMC-00168-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_OCP_1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_OCP_1~2`; user checks value in range & state.,,
Wistron-BMC-00169-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_MIDPLANE'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_MIDPLANE`; user checks value in range & state.,,
Wistron-BMC-00170-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP CEMSlot 1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP CEMSlot 1~2`; user checks value in range & state.,,
Wistron-BMC-00171-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP CEMBB'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP CEMBB`; user checks value in range & state.,,
Wistron-BMC-00172-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_NVME_1~16'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_NVME_1~16`; user checks value in range & state.,,
Wistron-BMC-00173-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_HIB_PEX1 ~4'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_HIB_PEX1 ~4`; user checks value in range & state.,,
Wistron-BMC-00174-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_NVS1~4'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_NVS1~4`; user checks value in range & state.,,
Wistron-BMC-00175-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_HSC1~10'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_HSC1~10`; user checks value in range & state.,,
Wistron-BMC-00176-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_STBY_HSC'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_STBY_HSC`; user checks value in range & state.,,
Wistron-BMC-00177-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_PCB1~4'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_PCB1~4`; user checks value in range & state.,,
Wistron-BMC-00178-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_INLET1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_INLET1~2`; user checks value in range & state.,,
Wistron-BMC-00179-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_RTM1~8'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_RTM1~8`; user checks value in range & state.,,
Wistron-BMC-00180-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_GPU1_M~TEMP_GB_GPU8_M'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_GPU1_M~TEMP_GB_GPU8_M`; user checks value in range & state.,,
Wistron-BMC-00181-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_PEX_SW'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_PEX_SW`; user checks value in range & state.,,
Wistron-BMC-00182-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_GB_FPGA'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_GB_FPGA`; user checks value in range & state.,,
Wistron-BMC-00183-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_CRPS1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_CRPS1~2`; user checks value in range & state.,,
Wistron-BMC-00184-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'TEMP_PSU1~6'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `TEMP_PSU1~6`; user checks value in range & state.,,
Wistron-BMC-00185-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'SPD_FAN1_R~SPD_FAN16_R'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `SPD_FAN1_R~SPD_FAN16_R`; user checks value in range & state.,,
Wistron-BMC-00186-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'SPD_FAN1_F~SPD_FAN16_F'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `SPD_FAN1_F~SPD_FAN16_F`; user checks value in range & state.,,
Wistron-BMC-00187-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_MB_CPU0_, PWR_MB_CPU1_'""",ipmitool,"return FULL raw `sensor get` value + units + status for sensor `PWR_MB_CPU0_, PWR_MB_CPU1_`; user checks value in range & state.",,
Wistron-BMC-00188-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_GB_GPU1~8'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_GB_GPU1~8`; user checks value in range & state.,,
Wistron-BMC-00189-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_GB_GPU1_M~PWR_GB_GPU8_M'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_GB_GPU1_M~PWR_GB_GPU8_M`; user checks value in range & state.,,
Wistron-BMC-00190-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_GB_HSC1~PWR_GB_HSC10'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_GB_HSC1~PWR_GB_HSC10`; user checks value in range & state.,,
Wistron-BMC-00191-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_STBY_HSC'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_STBY_HSC`; user checks value in range & state.,,
Wistron-BMC-00192-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_CRPS1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_CRPS1~2`; user checks value in range & state.,,
Wistron-BMC-00193-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'PWR_PSU1~6'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `PWR_PSU1~6`; user checks value in range & state.,,
Wistron-BMC-00194-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'STATUS_FAN 1~N'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `STATUS_FAN 1~N`; user checks value in range & state.,,
Wistron-BMC-00195-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'STATUS_CRPS1~2'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `STATUS_CRPS1~2`; user checks value in range & state.,,
Wistron-BMC-00196-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""sensor get 'STATUS_PSU1~6'""",ipmitool,return FULL raw `sensor get` value + units + status for sensor `STATUS_PSU1~6`; user checks value in range & state.,,
Wistron-BMC-00272-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""chassis status""",ipmitool,return FULL raw `ipmitool chassis status` output; user judges.,,
Wistron-BMC-00273-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""chassis power on""",ipmitool,return FULL raw `ipmitool chassis power on` output; user judges.,"RISK: controls chassis power/boot state - user request only, never auto-run.",
Wistron-BMC-00274-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""chassis power soft""",ipmitool,return FULL raw `ipmitool chassis power soft` output; user judges.,"RISK: controls chassis power/boot state - user request only, never auto-run.",
Wistron-BMC-00275-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""chassis power reset""",ipmitool,return FULL raw `ipmitool chassis power reset` output; user judges.,"RISK: controls chassis power/boot state - user request only, never auto-run.",
Wistron-BMC-00276-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""chassis power cycle""",ipmitool,return FULL raw `ipmitool chassis power cycle` output; user judges.,"RISK: controls chassis power/boot state - user request only, never auto-run.",
Wistron-BMC-00282-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc info""",ipmitool,return FULL raw `ipmitool mc info`; user judges.,,
Wistron-BMC-00283-V004,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc reset cold""",ipmitool,return reset output; verify BMC back up via `mc info`.,"RISK: reboots the BMC - briefly drops management; user request only, never auto-run.",
Wistron-BMC-00284-V004,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc reset warm""",ipmitool,return reset output; verify BMC back up via `mc info`.,"RISK: reboots the BMC - briefly drops management; user request only, never auto-run.",
Wistron-BMC-00285-V004,PARTIAL,-- not directly runnable with a single stock ipmitool command (BMC Get Self Test Result).,ipmitool,none (awaiting exact command bytes).,,
Wistron-BMC-00286-V004,PARTIAL,-- Manufacturing Test On forces manufacturing test state; requires raw bytes and can alter BMC config. Give exact bytes.,ipmitool,none (awaiting exact bytes + expected end-state).,"RISK: enters manufacturing test mode - user request only, never auto-run.",
Wistron-BMC-00287-V004,PARTIAL,-- not directly runnable with stock ipmitool high-level; needs raw ACPI power-state bytes.,ipmitool,none (awaiting exact bytes).,RISK: changes power state - user request only.,
Wistron-BMC-00288-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""raw 0x06 0x04""",ipmitool,return FULL raw `ipmitool raw 0x06 0x04`; user judges.,,
Wistron-BMC-00289-V004,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc guid""",ipmitool,return FULL raw `ipmitool mc guid`; user judges.,,
Wistron-BMC-00290-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc watchdog reset""",ipmitool,return `ipmitool mc watchdog ...` output; user confirms.,"RISK: watchdog actions can reset/reboot the host - user request only, never auto-run.",
Wistron-BMC-00291-V003,PARTIAL,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc watchdog set""",ipmitool,return `ipmitool mc watchdog ...` output; user confirms.,"RISK: watchdog actions can reset/reboot the host - user request only, never auto-run.",
Wistron-BMC-00292-V003,YES,"sshpass -p ""$DUT_PASS"" ssh -o StrictHostKeyChecking=no $DUT_USER@$DUT_IP ""mc watchdog get""",ipmitool,return FULL raw `ipmitool mc watchdog get`; user judges.,,
Wistron-BMC-00294-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00295-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00296-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00297-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00298-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00299-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00300-V003,PARTIAL,-- not directly runnable with a single stock high-level command: Get BT Interface Capabilities(IB) requires raw/implementation-specific IPMI bytes + exact expected output which the library has not specified; give exact bytes/result to run.,ipmitool,none (awaiting exact command bytes/expected result).,,
Wistron-BMC-00301-V004,PARTIAL,-- not directly runnable with a single stock high-level command: Get System GUID (IB) requires raw/implementation-specific IPMI bytes + exact expected output which the library has not specified; give exact bytes/result to run.,ipmitool,none (awaiting exact command bytes/expected result).,,
Wistron-BMC-00302-V004,PARTIAL,-- not directly runnable with a single stock high-level command: Set System Info Parameters (IB) requires raw/implementation-specific IPMI bytes + exact expected output which the library has not specified; give exact bytes/result to run.,ipmitool,none (awaiting exact command bytes/expected result).,,
Wistron-BMC-00303-V004,PARTIAL,-- not directly runnable with a single stock high-level command: Get System Info Parameters (IB) requires raw/implementation-specific IPMI bytes + exact expected output which the library has not specified; give exact bytes/result to run.,ipmitool,none (awaiting exact command bytes/expected result).,,
Wistron-BMC-00304-V004,PARTIAL,-- not directly runnable with a single stock high-level command: Get Channel Authentication Capabilities (IB) requires raw/implementation-specific IPMI bytes + exact expected output which the library has not specified; give exact bytes/result to run.,ipmitool,none (awaiting exact command bytes/expected result).,,
Wistron-BMC-00305-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00306-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
Wistron-BMC-00307-V002,NO,"-- not runnable: procedure and criteria are marked TBD in the test case library; cannot derive a safe command. Please update the test case library to specify the exact steps/expected end-state/verification, then re-review.",none (awaiting spec),none (no executable step yet; define after library is updated),,
